Group_Combined,Group,Year,Metric,Value
Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,2021,Enrollments / Admissions,32
Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,2022,Enrollments / Admissions,39
Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,2023,Enrollments / Admissions,68
Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,2024,Enrollments / Admissions,58
Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,2015,Enrollments / Confirmations,103
Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,2016,Enrollments / Confirmations,110
Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,2017,Enrollments / Confirmations,102
Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,2018,Enrollments / Confirmations,98
Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,2019,Enrollments / Confirmations,102
Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,2020,Enrollments / Confirmations,101
Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,2021,Enrollments / Confirmations,107
Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,2022,Enrollments / Confirmations,98
Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,2023,Enrollments / Confirmations,134
Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,Enrollments / Confirmations 150% 200% 300% 120% 120% 100% 167% 111% 200% 300%,2024,Enrollments / Confirmations,140
Full-Time,Full-Time,2015,Applications (N),343
Full-Time,Full-Time,2016,Applications (N),326
Full-Time,Full-Time,2017,Applications (N),287
Full-Time,Full-Time,2018,Applications (N),273
Full-Time,Full-Time,2019,Applications (N),282
Full-Time,Full-Time,2020,Applications (N),178
Full-Time,Full-Time,2021,Applications (N),160
Full-Time,Full-Time,2022,Applications (N),111
Full-Time,Full-Time,2023,Applications (N),463
Full-Time,Full-Time,2024,Applications (N),402
Full-Time,Full-Time,2015,Admissions (N),207
Full-Time,Full-Time,2016,Admissions (N),205
Full-Time,Full-Time,2017,Admissions (N),204
Full-Time,Full-Time,2018,Admissions (N),190
Full-Time,Full-Time,2019,Admissions (N),191
Full-Time,Full-Time,2020,Admissions (N),126
Full-Time,Full-Time,2021,Admissions (N),133
Full-Time,Full-Time,2022,Admissions (N),82
Full-Time,Full-Time,2023,Admissions (N),372
Full-Time,Full-Time,2024,Admissions (N),300
Full-Time,Full-Time,2015,Confirmations (N),48
Full-Time,Full-Time,2016,Confirmations (N),54
Full-Time,Full-Time,2017,Confirmations (N),59
Full-Time,Full-Time,2018,Confirmations (N),58
Full-Time,Full-Time,2019,Confirmations (N),50
Full-Time,Full-Time,2020,Confirmations (N),37
Full-Time,Full-Time,2021,Confirmations (N),32
Full-Time,Full-Time,2022,Confirmations (N),12
Full-Time,Full-Time,2023,Confirmations (N),81
Full-Time,Full-Time,2024,Confirmations (N),62
Full-Time,Full-Time,2015,Enrollments (N),46
Full-Time,Full-Time,2016,Enrollments (N),51
Full-Time,Full-Time,2017,Enrollments (N),55
Full-Time,Full-Time,2018,Enrollments (N),58
Full-Time,Full-Time,2019,Enrollments (N),48
Full-Time,Full-Time,2020,Enrollments (N),35
Full-Time,Full-Time,2021,Enrollments (N),29
Full-Time,Full-Time,2022,Enrollments (N),10
Full-Time,Full-Time,2023,Enrollments (N),68
Full-Time,Full-Time,2024,Enrollments (N),49
Full-Time,Full-Time,2015,Admissions / Applications,60
Full-Time,Full-Time,2016,Admissions / Applications,63
Full-Time,Full-Time,2017,Admissions / Applications,71
Full-Time,Full-Time,2018,Admissions / Applications,70
Full-Time,Full-Time,2019,Admissions / Applications,68
Full-Time,Full-Time,2020,Admissions / Applications,71
Full-Time,Full-Time,2021,Admissions / Applications,83
Full-Time,Full-Time,2022,Admissions / Applications,74
Full-Time,Full-Time,2023,Admissions / Applications,80
Full-Time,Full-Time,2024,Admissions / Applications,75
Full-Time,Full-Time,2015,Confirmations / Applications,14
Full-Time,Full-Time,2016,Confirmations / Applications,17
Full-Time,Full-Time,2017,Confirmations / Applications,21
Full-Time,Full-Time,2018,Confirmations / Applications,21
Full-Time,Full-Time,2019,Confirmations / Applications,18
Full-Time,Full-Time,2020,Confirmations / Applications,21
Full-Time,Full-Time,2021,Confirmations / Applications,20
Full-Time,Full-Time,2022,Confirmations / Applications,11
Full-Time,Full-Time,2023,Confirmations / Applications,17
Full-Time,Full-Time,2024,Confirmations / Applications,15
Full-Time,Full-Time,2015,Confirmations / Admissions,23
Full-Time,Full-Time,2016,Confirmations / Admissions,26
Full-Time,Full-Time,2017,Confirmations / Admissions,29
Full-Time,Full-Time,2018,Confirmations / Admissions,31
Full-Time,Full-Time,2019,Confirmations / Admissions,26
Full-Time,Full-Time,2020,Confirmations / Admissions,29
Full-Time,Full-Time,2021,Confirmations / Admissions,24
Full-Time,Full-Time,2022,Confirmations / Admissions,15
Full-Time,Full-Time,2023,Confirmations / Admissions,22
Full-Time,Full-Time,2024,Confirmations / Admissions,21
Full-Time,Full-Time,2015,Enrollments / Applications,13
Full-Time,Full-Time,2016,Enrollments / Applications,16
Full-Time,Full-Time,2017,Enrollments / Applications,19
Full-Time,Full-Time,2018,Enrollments / Applications,21
Full-Time,Full-Time,2019,Enrollments / Applications,17
Full-Time,Full-Time,2020,Enrollments / Applications,20
Full-Time,Full-Time,2021,Enrollments / Applications,18
Full-Time,Full-Time,2022,Enrollments / Applications,9
Full-Time,Full-Time,2023,Enrollments / Applications,15
Full-Time,Full-Time,2024,Enrollments / Applications,12
Full-Time,Full-Time,2015,Enrollments / Admissions,22
Full-Time,Full-Time,2016,Enrollments / Admissions,25
Full-Time,Full-Time,2017,Enrollments / Admissions,27
Full-Time,Full-Time,2018,Enrollments / Admissions,31
Full-Time,Full-Time,2019,Enrollments / Admissions,25
Full-Time,Full-Time,2020,Enrollments / Admissions,28
Full-Time,Full-Time,2021,Enrollments / Admissions,22
Full-Time,Full-Time,2022,Enrollments / Admissions,12
Full-Time,Full-Time,2023,Enrollments / Admissions,18
Full-Time,Full-Time,2024,Enrollments / Admissions,16
Full-Time,Full-Time,2015,Enrollments / Confirmations,96
Full-Time,Full-Time,2016,Enrollments / Confirmations,94
Full-Time,Full-Time,2017,Enrollments / Confirmations,93
Full-Time,Full-Time,2018,Enrollments / Confirmations,100
Full-Time,Full-Time,2019,Enrollments / Confirmations,96
Full-Time,Full-Time,2020,Enrollments / Confirmations,95
Full-Time,Full-Time,2021,Enrollments / Confirmations,91
Full-Time,Full-Time,2022,Enrollments / Confirmations,83
Full-Time,Full-Time,2023,Enrollments / Confirmations,84
Full-Time,Full-Time,2024,Enrollments / Confirmations,79
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2015,Applications (N),39
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2016,Applications (N),32
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2017,Applications (N),43
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2018,Applications (N),42
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2019,Applications (N),22
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2020,Applications (N),28
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2021,Applications (N),13
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2022,Applications (N),20
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2023,Applications (N),20
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2024,Applications (N),22
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2015,Admissions (N),29
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2016,Admissions (N),27
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2017,Admissions (N),29
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2018,Admissions (N),28
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2019,Admissions (N),19
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2020,Admissions (N),22
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2021,Admissions (N),9
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2022,Admissions (N),7
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2023,Admissions (N),15
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2024,Admissions (N),13
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2015,Confirmations (N),21
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2016,Confirmations (N),16
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2017,Confirmations (N),23
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2018,Confirmations (N),21
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2019,Confirmations (N),17
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2020,Confirmations (N),18
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2021,Confirmations (N),5
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2022,Confirmations (N),2
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2023,Confirmations (N),9
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2024,Confirmations (N),8
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2015,Enrollments (N),17
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2016,Enrollments (N),13
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2017,Enrollments (N),21
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2018,Enrollments (N),19
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2019,Enrollments (N),13
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2020,Enrollments (N),12
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2021,Enrollments (N),4
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2022,Enrollments (N),2
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2023,Enrollments (N),7
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2024,Enrollments (N),6
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2015,Admissions / Applications,74
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2016,Admissions / Applications,84
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2017,Admissions / Applications,67
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2018,Admissions / Applications,67
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2019,Admissions / Applications,86
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2020,Admissions / Applications,79
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2021,Admissions / Applications,69
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2022,Admissions / Applications,35
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2023,Admissions / Applications,75
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2024,Admissions / Applications,59
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2015,Confirmations / Applications,54
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2016,Confirmations / Applications,50
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2017,Confirmations / Applications,53
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2018,Confirmations / Applications,50
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2019,Confirmations / Applications,77
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2020,Confirmations / Applications,64
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2021,Confirmations / Applications,38
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2022,Confirmations / Applications,10
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2023,Confirmations / Applications,45
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2024,Confirmations / Applications,36
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2015,Confirmations / Admissions,72
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2016,Confirmations / Admissions,59
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2017,Confirmations / Admissions,79
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2018,Confirmations / Admissions,75
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2019,Confirmations / Admissions,89
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2020,Confirmations / Admissions,82
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2021,Confirmations / Admissions,56
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2022,Confirmations / Admissions,29
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2023,Confirmations / Admissions,60
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2024,Confirmations / Admissions,62
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2015,Enrollments / Applications,44
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2016,Enrollments / Applications,41
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2017,Enrollments / Applications,49
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2018,Enrollments / Applications,45
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2019,Enrollments / Applications,59
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2020,Enrollments / Applications,43
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2021,Enrollments / Applications,31
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2022,Enrollments / Applications,10
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2023,Enrollments / Applications,35
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2024,Enrollments / Applications,27
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2015,Enrollments / Admissions,59
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2016,Enrollments / Admissions,48
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2017,Enrollments / Admissions,72
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2018,Enrollments / Admissions,68
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2019,Enrollments / Admissions,68
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2020,Enrollments / Admissions,55
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2021,Enrollments / Admissions,44
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2022,Enrollments / Admissions,29
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2023,Enrollments / Admissions,47
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2024,Enrollments / Admissions,46
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2015,Enrollments / Confirmations,81
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2016,Enrollments / Confirmations,81
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2017,Enrollments / Confirmations,91
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2018,Enrollments / Confirmations,90
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2019,Enrollments / Confirmations,76
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2020,Enrollments / Confirmations,67
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2021,Enrollments / Confirmations,80
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2022,Enrollments / Confirmations,100
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2023,Enrollments / Confirmations,78
Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,Enrollments / Confirmations 96% 94% 93% 100% 96% 95% 91% 83% 84% 79%,2024,Enrollments / Confirmations,75
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2015,Applications (N),10
